subject ID,age,gender,handedness,question ID,questionnaire type,delay,condition,value
P14_2,29,Female,Rigth handed,0,ForcedChoice,0.225,Coupling A,0
P14_2,29,Female,Rigth handed,0,VAS,0.225,Coupling A,0.637098
P14_2,29,Female,Rigth handed,1,VAS,0.225,Coupling A,0.7763603
P14_2,29,Female,Rigth handed,0,ForcedChoice,0.675,Coupling A,0
P14_2,29,Female,Rigth handed,0,VAS,0.675,Coupling A,0.5825598
P14_2,29,Female,Rigth handed,1,VAS,0.675,Coupling A,0.7657148
P14_2,29,Female,Rigth handed,0,ForcedChoice,0.675,Coupling A,0
P14_2,29,Female,Rigth handed,0,VAS,0.675,Coupling A,0.3489933
P14_2,29,Female,Rigth handed,1,VAS,0.675,Coupling A,0.6607677
P14_2,29,Female,Rigth handed,0,ForcedChoice,0.9,Coupling A,0
P14_2,29,Female,Rigth handed,0,VAS,0.9,Coupling A,0.4347109
P14_2,29,Female,Rigth handed,1,VAS,0.9,Coupling A,0.3296962
P14_2,29,Female,Rigth handed,0,ForcedChoice,0.45,Coupling A,0
P14_2,29,Female,Rigth handed,0,VAS,0.45,Coupling A,0.3830456
P14_2,29,Female,Rigth handed,1,VAS,0.45,Coupling A,0.4989162
P14_2,29,Female,Rigth handed,0,ForcedChoice,0.9,Coupling A,0
P14_2,29,Female,Rigth handed,0,VAS,0.9,Coupling A,0.3570459
P14_2,29,Female,Rigth handed,1,VAS,0.9,Coupling A,0.2829082
P14_2,29,Female,Rigth handed,0,ForcedChoice,0.9,Coupling A,0
P14_2,29,Female,Rigth handed,0,VAS,0.9,Coupling A,0.3253216
P14_2,29,Female,Rigth handed,1,VAS,0.9,Coupling A,0.3662973
P14_2,29,Female,Rigth handed,0,ForcedChoice,0.225,Coupling A,1
P14_2,29,Female,Rigth handed,0,VAS,0.225,Coupling A,0.6944029
P14_2,29,Female,Rigth handed,1,VAS,0.225,Coupling A,0.9292158
P14_2,29,Female,Rigth handed,0,ForcedChoice,0.45,Coupling A,0
P14_2,29,Female,Rigth handed,0,VAS,0.45,Coupling A,0.6453472
P14_2,29,Female,Rigth handed,1,VAS,0.45,Coupling A,0.8450397
P14_2,29,Female,Rigth handed,0,ForcedChoice,0,Coupling A,1
P14_2,29,Female,Rigth handed,0,VAS,0,Coupling A,0.4218296
P14_2,29,Female,Rigth handed,1,VAS,0,Coupling A,0.8910093
P14_2,29,Female,Rigth handed,0,ForcedChoice,0.45,Coupling A,0
P14_2,29,Female,Rigth handed,0,VAS,0.45,Coupling A,0.4262932
P14_2,29,Female,Rigth handed,1,VAS,0.45,Coupling A,0.7362839
P14_2,29,Female,Rigth handed,0,ForcedChoice,0,Coupling A,1
P14_2,29,Female,Rigth handed,0,VAS,0,Coupling A,0.3862256
P14_2,29,Female,Rigth handed,1,VAS,0,Coupling A,0.8985842
P14_2,29,Female,Rigth handed,0,ForcedChoice,0.45,Coupling A,0
P14_2,29,Female,Rigth handed,0,VAS,0.45,Coupling A,0.3481357
P14_2,29,Female,Rigth handed,1,VAS,0.45,Coupling A,0.7609245
P14_2,29,Female,Rigth handed,0,ForcedChoice,0.9,Coupling A,0
P14_2,29,Female,Rigth handed,0,VAS,0.9,Coupling A,0.2870493
P14_2,29,Female,Rigth handed,1,VAS,0.9,Coupling A,0.3982145
P14_2,29,Female,Rigth handed,0,ForcedChoice,0.675,Coupling A,0
P14_2,29,Female,Rigth handed,0,VAS,0.675,Coupling A,0.4196256
P14_2,29,Female,Rigth handed,1,VAS,0.675,Coupling A,0.719537
P14_2,29,Female,Rigth handed,0,ForcedChoice,0.675,Coupling A,0
P14_2,29,Female,Rigth handed,0,VAS,0.675,Coupling A,0.3880283
P14_2,29,Female,Rigth handed,1,VAS,0.675,Coupling A,0.6519115
P14_2,29,Female,Rigth handed,0,ForcedChoice,0.225,Coupling A,0
P14_2,29,Female,Rigth handed,0,VAS,0.225,Coupling A,0.4303948
P14_2,29,Female,Rigth handed,1,VAS,0.225,Coupling A,0.9198349
P14_2,29,Female,Rigth handed,0,ForcedChoice,0.225,Coupling A,1
P14_2,29,Female,Rigth handed,0,VAS,0.225,Coupling A,0.3702781
P14_2,29,Female,Rigth handed,1,VAS,0.225,Coupling A,0.9268869
P14_2,29,Female,Rigth handed,0,ForcedChoice,0,Coupling A,1
P14_2,29,Female,Rigth handed,0,VAS,0,Coupling A,0.540723
P14_2,29,Female,Rigth handed,1,VAS,0,Coupling A,0.8996252
P14_2,29,Female,Rigth handed,0,ForcedChoice,0.45,Coupling A,0
P14_2,29,Female,Rigth handed,0,VAS,0.45,Coupling A,0.3485462
P14_2,29,Female,Rigth handed,1,VAS,0.45,Coupling A,0.788116
P14_2,29,Female,Rigth handed,0,ForcedChoice,0.675,Coupling A,0
P14_2,29,Female,Rigth handed,0,VAS,0.675,Coupling A,0.3897856
P14_2,29,Female,Rigth handed,1,VAS,0.675,Coupling A,0.4047909
P14_2,29,Female,Rigth handed,0,ForcedChoice,0.9,Coupling A,0
P14_2,29,Female,Rigth handed,0,VAS,0.9,Coupling A,0.3463307
P14_2,29,Female,Rigth handed,1,VAS,0.9,Coupling A,0.586375
P14_2,29,Female,Rigth handed,0,ForcedChoice,0.675,Coupling A,0
P14_2,29,Female,Rigth handed,0,VAS,0.675,Coupling A,0.4166314
P14_2,29,Female,Rigth handed,1,VAS,0.675,Coupling A,0.5198432
P14_2,29,Female,Rigth handed,0,ForcedChoice,0.45,Coupling A,0
P14_2,29,Female,Rigth handed,0,VAS,0.45,Coupling A,0.4091662
P14_2,29,Female,Rigth handed,1,VAS,0.45,Coupling A,0.73507
P14_2,29,Female,Rigth handed,0,ForcedChoice,0,Coupling A,1
P14_2,29,Female,Rigth handed,0,VAS,0,Coupling A,0.376996
P14_2,29,Female,Rigth handed,1,VAS,0,Coupling A,0.9687219
P14_2,29,Female,Rigth handed,0,ForcedChoice,0.675,Coupling A,0
P14_2,29,Female,Rigth handed,0,VAS,0.675,Coupling A,0.3558305
P14_2,29,Female,Rigth handed,1,VAS,0.675,Coupling A,0.5333173
P14_2,29,Female,Rigth handed,0,ForcedChoice,0,Coupling A,1
P14_2,29,Female,Rigth handed,0,VAS,0,Coupling A,0.3800282
P14_2,29,Female,Rigth handed,1,VAS,0,Coupling A,0.9334531
P14_2,29,Female,Rigth handed,0,ForcedChoice,0.9,Coupling A,0
P14_2,29,Female,Rigth handed,0,VAS,0.9,Coupling A,0.2065202
P14_2,29,Female,Rigth handed,1,VAS,0.9,Coupling A,0.2375316
P14_2,29,Female,Rigth handed,0,ForcedChoice,0.45,Coupling A,0
P14_2,29,Female,Rigth handed,0,VAS,0.45,Coupling A,0.2463064
P14_2,29,Female,Rigth handed,1,VAS,0.45,Coupling A,0.361637
P14_2,29,Female,Rigth handed,0,ForcedChoice,0.9,Coupling A,0
P14_2,29,Female,Rigth handed,0,VAS,0.9,Coupling A,0.2117273
P14_2,29,Female,Rigth handed,1,VAS,0.9,Coupling A,0.1938537
P14_2,29,Female,Rigth handed,0,ForcedChoice,0.225,Coupling A,0
P14_2,29,Female,Rigth handed,0,VAS,0.225,Coupling A,0.2954063
P14_2,29,Female,Rigth handed,1,VAS,0.225,Coupling A,0.6984473
P14_2,29,Female,Rigth handed,0,ForcedChoice,0,Coupling A,1
P14_2,29,Female,Rigth handed,0,VAS,0,Coupling A,0.522207
P14_2,29,Female,Rigth handed,1,VAS,0,Coupling A,0.9177428
P14_2,29,Female,Rigth handed,0,ForcedChoice,0.225,Coupling A,1
P14_2,29,Female,Rigth handed,0,VAS,0.225,Coupling A,0.3883323
P14_2,29,Female,Rigth handed,1,VAS,0.225,Coupling A,0.9307255
P14_2,29,Female,Rigth handed,0,ForcedChoice,0.225,Coupling A,0
P14_2,29,Female,Rigth handed,0,VAS,0.225,Coupling A,0.3471069
P14_2,29,Female,Rigth handed,1,VAS,0.225,Coupling A,0.6955159
P14_2,29,Female,Rigth handed,0,ForcedChoice,0,Coupling A,1
P14_2,29,Female,Rigth handed,0,VAS,0,Coupling A,0.3339643
P14_2,29,Female,Rigth handed,1,VAS,0,Coupling A,0.9459296
