subject ID,age,gender,handedness,question ID,questionnaire type,delay,condition,value
P16_2,18,Male,Rigth handed,0,ForcedChoice,0.225,Coupling A,1
P16_2,18,Male,Rigth handed,0,VAS,0.225,Coupling A,0.8829529
P16_2,18,Male,Rigth handed,1,VAS,0.225,Coupling A,0.9669116
P16_2,18,Male,Rigth handed,0,ForcedChoice,0.675,Coupling A,0
P16_2,18,Male,Rigth handed,0,VAS,0.675,Coupling A,0.1684923
P16_2,18,Male,Rigth handed,1,VAS,0.675,Coupling A,0.6128435
P16_2,18,Male,Rigth handed,0,ForcedChoice,0,Coupling A,1
P16_2,18,Male,Rigth handed,0,VAS,0,Coupling A,0.9138901
P16_2,18,Male,Rigth handed,1,VAS,0,Coupling A,0.9365879
P16_2,18,Male,Rigth handed,0,ForcedChoice,0.225,Coupling A,0
P16_2,18,Male,Rigth handed,0,VAS,0.225,Coupling A,0.6708637
P16_2,18,Male,Rigth handed,1,VAS,0.225,Coupling A,0.6990461
P16_2,18,Male,Rigth handed,0,ForcedChoice,0.225,Coupling A,0
P16_2,18,Male,Rigth handed,0,VAS,0.225,Coupling A,0.5977904
P16_2,18,Male,Rigth handed,1,VAS,0.225,Coupling A,0.8539982
P16_2,18,Male,Rigth handed,0,ForcedChoice,0.675,Coupling A,0
P16_2,18,Male,Rigth handed,0,VAS,0.675,Coupling A,0.2293776
P16_2,18,Male,Rigth handed,1,VAS,0.675,Coupling A,0.4550305
P16_2,18,Male,Rigth handed,0,ForcedChoice,0.45,Coupling A,0
P16_2,18,Male,Rigth handed,0,VAS,0.45,Coupling A,0.6014729
P16_2,18,Male,Rigth handed,1,VAS,0.45,Coupling A,0.7588075
P16_2,18,Male,Rigth handed,0,ForcedChoice,0.675,Coupling A,0
P16_2,18,Male,Rigth handed,0,VAS,0.675,Coupling A,0.4150635
P16_2,18,Male,Rigth handed,1,VAS,0.675,Coupling A,0.5856104
P16_2,18,Male,Rigth handed,0,ForcedChoice,0.45,Coupling A,0
P16_2,18,Male,Rigth handed,0,VAS,0.45,Coupling A,0.5373087
P16_2,18,Male,Rigth handed,1,VAS,0.45,Coupling A,0.6669466
P16_2,18,Male,Rigth handed,0,ForcedChoice,0.675,Coupling A,0
