subject ID,age,gender,handedness,question ID,questionnaire type,delay,condition,value
P27_2,20,Male,Rigth handed,0,ForcedChoice,0.675,Coupling A,0
P27_2,20,Male,Rigth handed,0,VAS,0.675,Coupling A,0.374603
P27_2,20,Male,Rigth handed,1,VAS,0.675,Coupling A,0.6565132
P27_2,20,Male,Rigth handed,0,ForcedChoice,0.675,Coupling A,0
P27_2,20,Male,Rigth handed,0,VAS,0.675,Coupling A,0.4962834
P27_2,20,Male,Rigth handed,1,VAS,0.675,Coupling A,0.3744849
P27_2,20,Male,Rigth handed,0,ForcedChoice,0.9,Coupling A,0
P27_2,20,Male,Rigth handed,0,VAS,0.9,Coupling A,0.6190872
P27_2,20,Male,Rigth handed,1,VAS,0.9,Coupling A,0.4095273
P27_2,20,Male,Rigth handed,0,ForcedChoice,0.675,Coupling A,0
P27_2,20,Male,Rigth handed,0,VAS,0.675,Coupling A,0.7975509
P27_2,20,Male,Rigth handed,1,VAS,0.675,Coupling A,0.5469535
P27_2,20,Male,Rigth handed,0,ForcedChoice,0.225,Coupling A,1
P27_2,20,Male,Rigth handed,0,VAS,0.225,Coupling A,0.9566625
P27_2,20,Male,Rigth handed,1,VAS,0.225,Coupling A,0.9507411
P27_2,20,Male,Rigth handed,0,ForcedChoice,0.225,Coupling A,1
P27_2,20,Male,Rigth handed,0,VAS,0.225,Coupling A,0.9198693
P27_2,20,Male,Rigth handed,1,VAS,0.225,Coupling A,0.7501724
P27_2,20,Male,Rigth handed,0,ForcedChoice,0.225,Coupling A,1
P27_2,20,Male,Rigth handed,0,VAS,0.225,Coupling A,0.8812608
P27_2,20,Male,Rigth handed,1,VAS,0.225,Coupling A,0.8447255
P27_2,20,Male,Rigth handed,0,ForcedChoice,0.9,Coupling A,0
P27_2,20,Male,Rigth handed,0,VAS,0.9,Coupling A,0.5721106
P27_2,20,Male,Rigth handed,1,VAS,0.9,Coupling A,0.4058827
P27_2,20,Male,Rigth handed,0,ForcedChoice,0.45,Coupling A,1
P27_2,20,Male,Rigth handed,0,VAS,0.45,Coupling A,0.6181068
P27_2,20,Male,Rigth handed,1,VAS,0.45,Coupling A,0.50367
P27_2,20,Male,Rigth handed,0,ForcedChoice,0,Coupling A,1
P27_2,20,Male,Rigth handed,0,VAS,0,Coupling A,0.9241697
P27_2,20,Male,Rigth handed,1,VAS,0,Coupling A,0.9461096
P27_2,20,Male,Rigth handed,0,ForcedChoice,0.9,Coupling A,1
P27_2,20,Male,Rigth handed,0,VAS,0.9,Coupling A,0.9862449
P27_2,20,Male,Rigth handed,1,VAS,0.9,Coupling A,0.9828358
P27_2,20,Male,Rigth handed,0,ForcedChoice,0,Coupling A,1
P27_2,20,Male,Rigth handed,0,VAS,0,Coupling A,0.9666563
P27_2,20,Male,Rigth handed,1,VAS,0,Coupling A,0.9685127
P27_2,20,Male,Rigth handed,0,ForcedChoice,0.45,Coupling A,0
P27_2,20,Male,Rigth handed,0,VAS,0.45,Coupling A,0.872038
P27_2,20,Male,Rigth handed,1,VAS,0.45,Coupling A,0.8365234
P27_2,20,Male,Rigth handed,0,ForcedChoice,0,Coupling A,1
P27_2,20,Male,Rigth handed,0,VAS,0,Coupling A,0.8861414
P27_2,20,Male,Rigth handed,1,VAS,0,Coupling A,0.9037517
P27_2,20,Male,Rigth handed,0,ForcedChoice,0.45,Coupling A,0
P27_2,20,Male,Rigth handed,0,VAS,0.45,Coupling A,0.7800665
P27_2,20,Male,Rigth handed,1,VAS,0.45,Coupling A,0.6707264
